Term,Type,Freq,SuggestedCategoryId,IsBrand(0|1),MultiWord(0|1),Weight(1-10),Notes
chocolate,word,727,,0,0,1,
milk,word,398,,0,0,1,
750ml,word,394,,0,0,1,
bag,word,342,,0,0,1,
share,word,332,,0,0,1,
chicken,word,325,,0,0,1,
drink,word,325,,0,0,1,
balls,word,279,,0,0,1,
protein,word,241,,0,0,1,
cream,word,223,,0,0,1,
snack,word,218,,0,0,1,
can,word,217,,0,0,1,
food,word,204,,0,0,1,
coffee,word,203,,0,0,1,
cheese,word,197,,0,0,1,
free,word,193,,0,0,1,
snacks,word,188,,0,0,1,
party,word,173,,0,0,1,
sugar,word,169,,0,0,1,
energy,word,169,,0,0,1,
pouch,word,168,,0,0,1,
bars,word,166,,0,0,1,
school,word,166,,0,0,1,
lunchbox,word,164,,0,0,1,
2,word,159,,0,0,1,
caramel,word,153,,0,0,1,
extra,word,150,,0,0,1,
strawberry,word,147,,0,0,1,
white,word,145,,0,0,1,
sauce,word,144,,0,0,1,
soft,word,143,,0,0,1,
raspberry,word,143,,0,0,1,
rice,word,142,,0,0,1,
shampoo,word,142,,0,0,1,
oil,word,141,,0,0,1,
butter,word,138,,0,0,1,
peanut,word,136,,0,0,1,
375ml,word,135,,0,0,1,
conditioner,word,134,,0,0,1,
5,word,132,,0,0,1,
beef,word,132,,0,0,1,
12,word,129,,0,0,1,
4,word,128,,0,0,1,
original,word,126,,0,0,1,
chips,word,124,,0,0,1,
5x40g,word,123,,0,0,1,
body,word,122,,0,0,1,
black,word,121,,0,0,1,
crackers,word,121,,0,0,1,
sports,word,121,,0,0,1,
bags,word,117,,0,0,1,
bottle,word,117,,0,0,1,
water,word,116,,0,0,1,
bar,word,115,,0,0,1,
zero,word,113,,0,0,1,
lemon,word,111,,0,0,1,
berry,word,111,,0,0,1,
vanilla,word,110,,0,0,1,
lip,word,110,,0,0,1,
sensitive,word,109,,0,0,1,
dip,word,109,,0,0,1,
balm,word,107,,0,0,1,
spray,word,106,,0,0,1,
frozen,word,106,,0,0,1,
ice,word,105,,0,0,1,
sipper,word,105,,0,0,1,
cap,word,105,,0,0,1,
apple,word,104,,0,0,1,
filled,word,103,,0,0,1,
classic,word,102,,0,0,1,
dry,word,102,,0,0,1,
potato,word,102,,0,0,1,
mini,word,101,,0,0,1,
6,word,101,,0,0,1,
1,word,100,,0,0,1,
instant,word,100,,0,0,1,
deodorant,word,100,,0,0,1,
fresh,word,99,,0,0,1,
size,word,98,,0,0,1,
liquid,word,96,,0,0,1,
yoghurt,word,94,,0,0,1,
capsules,word,94,,0,0,1,
coconut,word,93,,0,0,1,
organic,word,93,,0,0,1,
wash,word,93,,0,0,1,
soup,word,92,,0,0,1,
block,word,92,,0,0,1,
dark,word,91,,0,0,1,
8,word,91,,0,0,1,
choc,word,91,,0,0,1,
roll,word,89,,0,0,1,
700ml,word,89,,0,0,1,
muesli,word,88,,0,0,1,
s,word,88,,0,0,1,
dog,word,88,,0,0,1,
months,word,88,,0,0,1,
relief,word,87,,0,0,1,
pasta,word,87,,0,0,1,
50,word,87,,0,0,1,
hair,word,85,,0,0,1,
biscuits,word,85,,0,0,1,
pinot,word,84,,0,0,1,
style,word,83,,0,0,1,
mix,word,82,,0,0,1,
pieces,word,82,,0,0,1,
3,word,82,,0,0,1,
cleaner,word,82,,0,0,1,
custard,word,82,,0,0,1,
10,word,81,,0,0,1,
kids,word,81,,0,0,1,
mango,word,80,,0,0,1,
lime,word,79,,0,0,1,
tea,word,79,,0,0,1,
baby,word,78,,0,0,1,
ultra,word,78,,0,0,1,
noodles,word,78,,0,0,1,
vitamin,word,77,,0,0,1,
tablets,word,76,,0,0,1,
sweet,word,76,,0,0,1,
multipack,word,76,,0,0,1,
men,word,76,,0,0,1,
care,word,75,,0,0,1,
flavour,word,75,,0,0,1,
spf,word,75,,0,0,1,
no,word,74,,0,0,1,
smooshed,word,74,,0,0,1,
salt,word,73,,0,0,1,
fruit,word,73,,0,0,1,
natural,word,73,,0,0,1,
honey,word,73,,0,0,1,
cans,word,73,,0,0,1,
sunscreen,word,73,,0,0,1,
tasty,word,72,,0,0,1,
chilli,word,72,,0,0,1,
shine,word,72,,0,0,1,
clean,word,71,,0,0,1,
gel,word,69,,0,0,1,
11,word,69,,0,0,1,
330ml,word,69,,0,0,1,
rose,word,68,,0,0,1,
dairy,word,68,,0,0,1,
c,word,67,,0,0,1,
creamy,word,67,,0,0,1,
garlic,word,66,,0,0,1,
adult,word,66,,0,0,1,
chip,word,66,,0,0,1,
cat,word,66,,0,0,1,
lotion,word,65,,0,0,1,
sauvignon,word,63,,0,0,1,
brownie,word,63,,0,0,1,
toothpaste,word,61,,0,0,1,
curry,word,61,,0,0,1,
orange,word,61,,0,0,1,
chewy,word,61,,0,0,1,
red,word,60,,0,0,1,
medium,word,60,,0,0,1,
strips,word,60,,0,0,1,
lollies,word,60,,0,0,1,
banana,word,59,,0,0,1,
super,word,57,,0,0,1,
le,word,57,,0,0,1,
juice,word,57,,0,0,1,
double,word,57,,0,0,1,
light,word,57,,0,0,1,
mountain,word,56,,0,0,1,
minute,word,56,,0,0,1,
pain,word,56,,0,0,1,
espresso,word,56,,0,0,1,
hot,word,55,,0,0,1,
gluten,word,55,,0,0,1,
fast,word,55,,0,0,1,
gold,word,54,,0,0,1,
tomato,word,54,,0,0,1,
smooth,word,54,,0,0,1,
shiraz,word,54,,0,0,1,
spf15,word,54,,0,0,1,
cacao,word,53,,0,0,1,
blast,word,53,,0,0,1,
piece,word,53,,0,0,1,
colour,word,53,,0,0,1,
grape,word,53,,0,0,1,
snak,word,53,,0,0,1,
4x500ml,word,52,,0,0,1,
4pk,word,52,,0,0,1,
paracetamol,word,51,,0,0,1,
wholefood,word,51,,0,0,1,
refill,word,50,,0,0,1,
powder,word,50,,0,0,1,
twitch,word,50,,0,0,1,
blanc,word,50,,0,0,1,
noir,word,50,,0,0,1,
gummies,word,49,,0,0,1,
corn,word,49,,0,0,1,
women,word,49,,0,0,1,
aerosol,word,47,,0,0,1,
hand,word,47,,0,0,1,
pizza,word,47,,0,0,1,
base,word,47,,0,0,1,
anti,word,47,,0,0,1,
repair,word,47,,0,0,1,
max,word,47,,0,0,1,
sparkling,word,47,,0,0,1,
pure,word,46,,0,0,1,
salted,word,46,,0,0,1,
skin,word,46,,0,0,1,
vegetable,word,46,,0,0,1,
laundry,word,46,,0,0,1,
lemonade,word,46,,0,0,1,
protect,word,46,,0,0,1,
sea,word,45,,0,0,1,
regular,word,45,,0,0,1,
bbq,word,45,,0,0,1,
daily,word,45,,0,0,1,
recipe,word,45,,0,0,1,
premium,word,45,,0,0,1,
watermelon,word,45,,0,0,1,
italian,word,45,,0,0,1,
active,word,44,,0,0,1,
toothbrush,word,44,,0,0,1,
hazelnut,word,43,,0,0,1,
wet,word,42,,0,0,1,
creme,word,42,,0,0,1,
strength,word,42,,0,0,1,
ultiboost,word,42,,0,0,1,
kit,word,41,,0,0,1,
roast,word,41,,0,0,1,
greek,word,41,,0,0,1,
magnesium,word,41,,0,0,1,
1l,word,40,,0,0,1,
nut,word,40,,0,0,1,
ground,word,40,,0,0,1,
green,word,40,,0,0,1,
moisture,word,40,,0,0,1,
face,word,39,,0,0,1,
mint,word,39,,0,0,1,
ginger,word,39,,0,0,1,
cup,word,39,,0,0,1,
health,word,39,,0,0,1,
chardonnay,word,39,,0,0,1,
flavoured,word,39,,0,0,1,
egg,word,39,,0,0,1,
high,word,39,,0,0,1,
cheddar,word,38,,0,0,1,
eucalyptus,word,38,,0,0,1,
minis,word,38,,0,0,1,
serum,word,38,,0,0,1,
moisturiser,word,38,,0,0,1,
added,word,37,,0,0,1,
beans,word,37,,0,0,1,
pads,word,37,,0,0,1,
razor,word,37,,0,0,1,
cashew,word,37,,0,0,1,
advanced,word,37,,0,0,1,
value,word,37,,0,0,1,
sour,word,37,,0,0,1,
low,word,36,,0,0,1,
cola,word,36,,0,0,1,
almond,word,36,,0,0,1,
hydro,word,36,,0,0,1,
tuna,word,35,,0,0,1,
variety,word,35,,0,0,1,
antiperspirant,word,34,,0,0,1,
brown,word,34,,0,0,1,
deep,word,34,,0,0,1,
ham,word,34,,0,0,1,
cabernet,word,34,,0,0,1,
pro,word,34,,0,0,1,
assorted,word,34,,0,0,1,
sport,word,34,,0,0,1,
air,word,33,,0,0,1,
blend,word,33,,0,0,1,
onion,word,33,,0,0,1,
fragrance,word,33,,0,0,1,
bites,word,33,,0,0,1,
virgin,word,33,,0,0,1,
gin,word,33,,0,0,1,
fructis,word,33,,0,0,1,
aussie,word,33,,0,0,1,
bacon,word,33,,0,0,1,
collagen,word,33,,0,0,1,
kitchen,word,32,,0,0,1,
rainbow,word,32,,0,0,1,
crispy,word,32,,0,0,1,
spf50,word,32,,0,0,1,
passionfruit,word,31,,0,0,1,
all,word,31,,0,0,1,
sachets,word,31,,0,0,1,
deo,word,31,,0,0,1,
gum,word,31,,0,0,1,
crisps,word,31,,0,0,1,
wipes,word,31,,0,0,1,
gravy,word,31,,0,0,1,
paris,word,31,,0,0,1,
pumpkin,word,30,,0,0,1,
pork,word,30,,0,0,1,
cracker,word,30,,0,0,1,
deli,word,30,,0,0,1,
soy,word,30,,0,0,1,
oven,word,30,,0,0,1,
whisky,word,30,,0,0,1,
mild,word,30,,0,0,1,
amp,word,29,,0,0,1,
100,word,29,,0,0,1,
fruits,word,29,,0,0,1,
rush,word,29,,0,0,1,
salad,word,28,,0,0,1,
cookie,word,28,,0,0,1,
lightly,word,28,,0,0,1,
night,word,28,,0,0,1,
support,word,28,,0,0,1,
mixed,word,28,,0,0,1,
pie,word,28,,0,0,1,
pineapple,word,28,,0,0,1,
tough,word,28,,0,0,1,
waterproof,word,28,,0,0,1,
solution,word,28,,0,0,1,
ups,word,28,,0,0,1,
ale,word,28,,0,0,1,
fun,word,28,,0,0,1,
wings,word,28,,0,0,1,
goji,word,28,,0,0,1,
mask,word,28,,0,0,1,
oro,word,28,,0,0,1,
peach,word,27,,0,0,1,
slices,word,27,,0,0,1,
plus,word,27,,0,0,1,
intense,word,27,,0,0,1,
day,word,27,,0,0,1,
canola,word,27,,0,0,1,
multi,word,27,,0,0,1,
vinegar,word,27,,0,0,1,
chunky,word,27,,0,0,1,
duck,word,27,,0,0,1,
ion4,word,27,,0,0,1,
diamond,word,27,,0,0,1,
usb,word,27,,0,0,1,
disney,word,27,,0,0,1,
toy,word,27,,0,0,1,
jam,word,27,,0,0,1,
luminous,word,27,,0,0,1,
yogurt,word,27,,0,0,1,
thai,word,26,,0,0,1,
stir,word,26,,0,0,1,
jelly,word,26,,0,0,1,
dandruff,word,26,,0,0,1,
protection,word,26,,0,0,1,
venus,word,26,,0,0,1,
soluble,word,26,,0,0,1,
ultimate,word,26,,0,0,1,
blue,word,26,,0,0,1,
cut,word,26,,0,0,1,
drain,word,26,,0,0,1,
holy,word,26,,0,0,1,
peachy,word,26,,0,0,1,
keen,word,26,,0,0,1,
caplets,word,26,,0,0,1,
qualita,word,26,,0,0,1,
crunch,word,26,,0,0,1,
scotch,word,26,,0,0,1,
regenerist,word,26,,0,0,1,
x27,word,25,,0,0,1,
freshener,word,25,,0,0,1,
salmon,word,25,,0,0,1,
total,word,25,,0,0,1,
blueberry,word,25,,0,0,1,
lamb,word,25,,0,0,1,
aloe,word,25,,0,0,1,
cleanser,word,25,,0,0,1,
large,word,25,,0,0,1,
envy,word,25,,0,0,1,
210ml,word,25,,0,0,1,
reserve,word,25,,0,0,1,
story,word,25,,0,0,1,
lamington,word,25,,0,0,1,
invisible,word,25,,0,0,1,
charlottes,word,25,,0,0,1,
fix,word,25,,0,0,1,
mylk,word,25,,0,0,1,
4x40g,word,25,,0,0,1,
thick,word,25,,0,0,1,
pepper,word,24,,0,0,1,
rich,word,24,,0,0,1,
moisturising,word,24,,0,0,1,
foundation,word,24,,0,0,1,
naturals,word,24,,0,0,1,
roasted,word,24,,0,0,1,
latte,word,24,,0,0,1,
soda,word,24,,0,0,1,
cordial,word,24,,0,0,1,
fry,word,24,,0,0,1,
golden,word,24,,0,0,1,
7,word,24,,0,0,1,
basil,word,23,,0,0,1,
electric,word,23,,0,0,1,
pink,word,23,,0,0,1,
life,word,23,,0,0,1,
seasoning,word,23,,0,0,1,
500ml,word,23,,0,0,1,
fat,word,23,,0,0,1,
grain,word,23,,0,0,1,
sun,word,23,,0,0,1,
oat,word,23,,0,0,1,
whole,word,23,,0,0,1,
sticks,word,23,,0,0,1,
australian,word,23,,0,0,1,
vodka,word,23,,0,0,1,
plant,word,23,,0,0,1,
nv,word,23,,0,0,1,
breakfast,word,23,,0,0,1,
sandwich,word,22,,0,0,1,
48hr,word,22,,0,0,1,
fish,word,22,,0,0,1,
noodle,word,22,,0,0,1,
olive,word,22,,0,0,1,
spicy,word,22,,0,0,1,
cold,word,22,,0,0,1,
355ml,word,22,,0,0,1,
d,word,22,,0,0,1,
gourmet,word,22,,0,0,1,
whitening,word,22,,0,0,1,
box,word,22,,0,0,1,
cherry,word,21,,0,0,1,
wild,word,21,,0,0,1,
bowl,word,21,,0,0,1,
shower,word,21,,0,0,1,
baked,word,21,,0,0,1,
200ml,word,21,,0,0,1,
shapes,word,21,,0,0,1,
one,word,21,,0,0,1,
herb,word,21,,0,0,1,
treats,word,21,,0,0,1,
gentle,word,21,,0,0,1,
bake,word,21,,0,0,1,
grigio,word,21,,0,0,1,
vegetables,word,21,,0,0,1,
iced,word,21,,0,0,1,
oils,word,21,,0,0,1,
10x375ml,word,21,,0,0,1,
cakes,word,21,,0,0,1,
dressing,word,20,,0,0,1,
eye,word,20,,0,0,1,
bread,word,20,,0,0,1,
toilet,word,20,,0,0,1,
72hr,word,20,,0,0,1,
carb,word,20,,0,0,1,
liners,word,20,,0,0,1,
thin,word,20,,0,0,1,
action,word,20,,0,0,1,
peppermint,word,20,,0,0,1,
meal,word,20,,0,0,1,
6x250ml,word,20,,0,0,1,
sharepack,word,20,,0,0,1,
fabric,word,20,,0,0,1,
true,word,20,,0,0,1,
match,word,20,,0,0,1,
brief,word,20,,0,0,1,
triple,word,20,,0,0,1,
intensive,word,20,,0,0,1,
baking,word,20,,0,0,1,
popcorn,word,20,,0,0,1,
cereal,word,20,,0,0,1,
good,word,20,,0,0,1,
family,word,20,,0,0,1,
sausages,word,20,,0,0,1,
sliced,word,19,,0,0,1,
0,word,19,,0,0,1,
blossom,word,19,,0,0,1,
tanning,word,19,,0,0,1,
dishwashing,word,19,,0,0,1,
9,word,19,,0,0,1,
cookies,word,19,,0,0,1,
cinnamon,word,19,,0,0,1,
years,word,19,,0,0,1,
cocoa,word,19,,0,0,1,
argan,word,19,,0,0,1,
based,word,19,,0,0,1,
insect,word,19,,0,0,1,
multivitamin,word,19,,0,0,1,
serves,word,19,,0,0,1,
bourbon,word,19,,0,0,1,
selection,word,19,,0,0,1,
logo,word,19,,0,0,1,
professional,word,19,,0,0,1,
hydrating,word,19,,0,0,1,
tropical,word,19,,0,0,1,
cask,word,19,,0,0,1,
cider,word,19,,0,0,1,
salami,word,19,,0,0,1,
effervescent,word,18,,0,0,1,
breast,word,18,,0,0,1,
bolognese,word,18,,0,0,1,
normal,word,18,,0,0,1,
spice,word,18,,0,0,1,
meat,word,18,,0,0,1,
lager,word,18,,0,0,1,
mayonnaise,word,18,,0,0,1,
traditional,word,18,,0,0,1,
clinical,word,18,,0,0,1,
tray,word,18,,0,0,1,
lactose,word,17,,0,0,1,
mexican,word,17,,0,0,1,
cranberry,word,17,,0,0,1,
puree,word,17,,0,0,1,
olives,word,17,,0,0,1,
bean,word,17,,0,0,1,
herbs,word,17,,0,0,1,
cleansing,word,17,,0,0,1,
malt,word,17,,0,0,1,
control,word,17,,0,0,1,
nothing,word,17,,0,0,1,
edition,word,17,,0,0,1,
label,word,17,,0,0,1,
pale,word,17,,0,0,1,
summer,word,17,,0,0,1,
hommus,word,17,,0,0,1,
compatible,word,17,,0,0,1,
lindor,word,17,,0,0,1,
real,word,17,,0,0,1,
vegan,word,17,,0,0,1,
reduced,word,17,,0,0,1,
loaf,word,17,,0,0,1,
mince,word,17,,0,0,1,
vita,word,17,,0,0,1,
mens,word,17,,0,0,1,
puffs,word,16,,0,0,1,
150g,word,16,,0,0,1,
lynx,word,16,,0,0,1,
165ml,word,16,,0,0,1,
20,word,16,,0,0,1,
overnight,word,16,,0,0,1,
burger,word,16,,0,0,1,
tub,word,16,,0,0,1,
tin,word,16,,0,0,1,
dried,word,16,,0,0,1,
excellence,word,16,,0,0,1,
replacement,word,16,,0,0,1,
remover,word,16,,0,0,1,
small,word,16,,0,0,1,
250ml,word,16,,0,0,1,
liqueur,word,16,,0,0,1,
long,word,16,,0,0,1,
complete,word,16,,0,0,1,
antibacterial,word,16,,0,0,1,
hydrate,word,16,,0,0,1,
masala,word,16,,0,0,1,
french,word,16,,0,0,1,
tequila,word,16,,0,0,1,
chewing,word,16,,0,0,1,
microwave,word,16,,0,0,1,
aero,word,16,,0,0,1,
womens,word,16,,0,0,1,
prosecco,word,16,,0,0,1,
collection,word,16,,0,0,1,
pear,word,16,,0,0,1,
easy,word,16,,0,0,1,
nespresso,word,16,,0,0,1,
beer,word,16,,0,0,1,
strong,word,16,,0,0,1,
miracles,word,16,,0,0,1,
english,word,16,,0,0,1,
slow,word,16,,0,0,1,
single,word,16,,0,0,1,
sheer,word,15,,0,0,1,
foam,word,15,,0,0,1,
hayfever,word,15,,0,0,1,
mushroom,word,15,,0,0,1,
bio,word,15,,0,0,1,
40,word,15,,0,0,1,
foaming,word,15,,0,0,1,
blade,word,15,,0,0,1,
immune,word,15,,0,0,1,
squeeze,word,15,,0,0,1,
crinkle,word,15,,0,0,1,
pantyhose,word,15,,0,0,1,
smoked,word,15,,0,0,1,
country,word,15,,0,0,1,
olia,word,15,,0,0,1,
carrot,word,15,,0,0,1,
spinach,word,15,,0,0,1,
bone,word,15,,0,0,1,
plain,word,15,,0,0,1,
japanese,word,15,,0,0,1,
paste,word,15,,0,0,1,
pants,word,15,,0,0,1,
hydration,word,15,,0,0,1,
chives,word,15,,0,0,1,
cable,word,15,,0,0,1,
up,word,15,,0,0,1,
automatic,word,15,,0,0,1,
spread,word,14,,0,0,1,
sleep,word,14,,0,0,1,
cheesy,word,14,,0,0,1,
probiotic,word,14,,0,0,1,
prawn,word,14,,0,0,1,
crisp,word,14,,0,0,1,
crunchy,word,14,,0,0,1,
brush,word,14,,0,0,1,
nappy,word,14,,0,0,1,
spaghetti,word,14,,0,0,1,
muscle,word,14,,0,0,1,
shake,word,14,,0,0,1,
syrup,word,14,,0,0,1,
fried,word,14,,0,0,1,
rum,word,14,,0,0,1,
hyaluronic,word,14,,0,0,1,
kangaroo,word,14,,0,0,1,
ultivite,word,14,,0,0,1,
mascara,word,14,,0,0,1,
pies,word,14,,0,0,1,
nutrisse,word,14,,0,0,1,
balsamic,word,14,,0,0,1,
underwear,word,14,,0,0,1,
silver,word,14,,0,0,1,
full,word,13,,0,0,1,
500g,word,13,,0,0,1,
crystals,word,13,,0,0,1,
wellness,word,13,,0,0,1,
beauty,word,13,,0,0,1,
taco,word,13,,0,0,1,
prevention,word,13,,0,0,1,
slice,word,13,,0,0,1,
sweetener,word,13,,0,0,1,
lavender,word,13,,0,0,1,
2l,word,13,,0,0,1,
tampons,word,13,,0,0,1,
range,word,13,,0,0,1,
essential,word,13,,0,0,1,
mist,word,13,,0,0,1,
b,word,13,,0,0,1,
calcium,word,13,,0,0,1,
beige,word,13,,0,0,1,
twin,word,13,,0,0,1,
pesto,word,13,,0,0,1,
simmer,word,13,,0,0,1,
shot,word,13,,0,0,1,
micellar,word,13,,0,0,1,
zinc,word,13,,0,0,1,
valley,word,13,,0,0,1,
macadamia,word,13,,0,0,1,
period,word,13,,0,0,1,
mid,word,13,,0,0,1,
purple,word,13,,0,0,1,
stock,word,13,,0,0,1,
d3,word,13,,0,0,1,
dental,word,13,,0,0,1,
power,word,13,,0,0,1,
classics,word,13,,0,0,1,
tomatoes,word,13,,0,0,1,
garden,word,13,,0,0,1,
mixers,word,13,,0,0,1,
apricot,word,13,,0,0,1,
crew,word,13,,0,0,1,
50ml,word,13,,0,0,1,
blackcurrant,word,13,,0,0,1,
dessert,word,13,,0,0,1,
silky,word,13,,0,0,1,
everyday,word,12,,0,0,1,
scented,word,12,,0,0,1,
finish,word,12,,0,0,1,
satay,word,12,,0,0,1,
tan,word,12,,0,0,1,
express,word,12,,0,0,1,
biscuit,word,12,,0,0,1,
cake,word,12,,0,0,1,
400g,word,12,,0,0,1,
spring,word,12,,0,0,1,
heat,word,12,,0,0,1,
sesame,word,12,,0,0,1,
rspca,word,12,,0,0,1,
approved,word,12,,0,0,1,
peri,word,12,,0,0,1,
facial,word,12,,0,0,1,
rosemary,word,12,,0,0,1,
female,word,12,,0,0,1,
kombucha,word,12,,0,0,1,
diffuser,word,12,,0,0,1,
carbonara,word,12,,0,0,1,
vera,word,12,,0,0,1,
rolls,word,12,,0,0,1,
treat,word,12,,0,0,1,
spiced,word,12,,0,0,1,
chewable,word,12,,0,0,1,
boost,word,12,,0,0,1,
clear,word,12,,0,0,1,
charcoal,word,12,,0,0,1,
scalp,word,12,,0,0,1,
coated,word,12,,0,0,1,
gris,word,12,,0,0,1,
floss,word,12,,0,0,1,
ocean,word,12,,0,0,1,
mouthwash,word,12,,0,0,1,
capsicum,word,12,,0,0,1,
favourites,word,12,,0,0,1,
hour,word,12,,0,0,1,
key,word,12,,0,0,1,
nutrients,word,12,,0,0,1,
permanent,word,12,,0,0,1,
infusions,word,12,,0,0,1,
cooked,word,12,,0,0,1,
morocco,word,12,,0,0,1,
top,word,12,,0,0,1,
multipurpose,word,12,,0,0,1,
condoms,word,12,,0,0,1,
concentrate,word,12,,0,0,1,
cuvee,word,12,,0,0,1,
bladder,word,12,,0,0,1,
leaks,word,12,,0,0,1,
nature,word,11,,0,0,1,
350g,word,11,,0,0,1,
self,word,11,,0,0,1,
